date,year,month,quarter,department,cost_center,category,budget
2023-06-01,2023,6,Q2,Sales,CC-2001,Utilities,11595.31
2023-07-01,2023,7,Q3,Sales,CC-2001,Utilities,3355.44
2023-08-01,2023,8,Q3,Sales,CC-2001,Utilities,28305.72
2023-09-01,2023,9,Q3,Sales,CC-2001,Utilities,8687.99
2023-10-01,2023,10,Q4,Sales,CC-2001,Utilities,24378.83
2023-11-01,2023,11,Q4,Sales,CC-2001,Utilities,18898.25
2023-12-01,2023,12,Q4,Sales,CC-2001,Utilities,31257.36
2024-01-01,2024,1,Q1,Sales,CC-2001,Utilities,25861.46
2024-02-01,2024,2,Q1,Sales,CC-2001,Utilities,12776.0
2024-03-01,2024,3,Q1,Sales,CC-2001,Utilities,33736.25
2024-04-01,2024,4,Q2,Sales,CC-2001,Utilities,9607.99
2024-05-01,2024,5,Q2,Sales,CC-2001,Utilities,7852.79
2024-06-01,2024,6,Q2,Sales,CC-2001,Utilities,8142.2
2024-07-01,2024,7,Q3,Sales,CC-2001,Utilities,26398.39
2024-08-01,2024,8,Q3,Sales,CC-2001,Utilities,6711.75
2024-09-01,2024,9,Q3,Sales,CC-2001,Utilities,19075.3
2024-10-01,2024,10,Q4,Sales,CC-2001,Utilities,12782.66
2024-11-01,2024,11,Q4,Sales,CC-2001,Utilities,9226.22
2024-12-01,2024,12,Q4,Sales,CC-2001,Utilities,19253.15
2025-01-01,2025,1,Q1,Sales,CC-2001,Utilities,9736.91
2025-02-01,2025,2,Q1,Sales,CC-2001,Utilities,18729.12
2025-03-01,2025,3,Q1,Sales,CC-2001,Utilities,7239.19
2023-01-01,2023,1,Q1,Sales,CC-2001,Headcount,93.84
2023-02-01,2023,2,Q1,Sales,CC-2001,Headcount,30.59
2023-03-01,2023,3,Q1,Sales,CC-2001,Headcount,84.18
2023-04-01,2023,4,Q2,Sales,CC-2001,Headcount,17.41
2023-05-01,2023,5,Q2,Sales,CC-2001,Headcount,17.92
2023-06-01,2023,6,Q2,Sales,CC-2001,Headcount,13.4
2023-07-01,2023,7,Q3,Sales,CC-2001,Headcount,82.72
2023-08-01,2023,8,Q3,Sales,CC-2001,Headcount,123.57
2023-09-01,2023,9,Q3,Sales,CC-2001,Headcount,41.33
2023-10-01,2023,10,Q4,Sales,CC-2001,Headcount,94.39
2023-11-01,2023,11,Q4,Sales,CC-2001,Headcount,38.19
2023-12-01,2023,12,Q4,Sales,CC-2001,Headcount,93.2
2024-01-01,2024,1,Q1,Sales,CC-2001,Headcount,73.64
2024-02-01,2024,2,Q1,Sales,CC-2001,Headcount,120.12
2024-03-01,2024,3,Q1,Sales,CC-2001,Headcount,63.93
2024-04-01,2024,4,Q2,Sales,CC-2001,Headcount,31.49
2024-05-01,2024,5,Q2,Sales,CC-2001,Headcount,7.81
2024-06-01,2024,6,Q2,Sales,CC-2001,Headcount,61.81
2024-07-01,2024,7,Q3,Sales,CC-2001,Headcount,54.2
2024-08-01,2024,8,Q3,Sales,CC-2001,Headcount,72.55
2024-09-01,2024,9,Q3,Sales,CC-2001,Headcount,41.34
2024-10-01,2024,10,Q4,Sales,CC-2001,Headcount,155.58
2024-11-01,2024,11,Q4,Sales,CC-2001,Headcount,94.72
2024-12-01,2024,12,Q4,Sales,CC-2001,Headcount,55.35
2025-01-01,2025,1,Q1,Sales,CC-2001,Headcount,57.81
2025-02-01,2025,2,Q1,Sales,CC-2001,Headcount,64.68
2025-03-01,2025,3,Q1,Sales,CC-2001,Headcount,110.42
2023-01-01,2023,1,Q1,Marketing,CC-3001,Salaries,738146.54
2023-02-01,2023,2,Q1,Marketing,CC-3001,Salaries,828579.08
2023-03-01,2023,3,Q1,Marketing,CC-3001,Salaries,692491.73
2023-04-01,2023,4,Q2,Marketing,CC-3001,Salaries,727602.53
2023-05-01,2023,5,Q2,Marketing,CC-3001,Salaries,436866.8
2023-06-01,2023,6,Q2,Marketing,CC-3001,Salaries,647434.03
2023-07-01,2023,7,Q3,Marketing,CC-3001,Salaries,261036.45
2023-08-01,2023,8,Q3,Marketing,CC-3001,Salaries,304879.8
2023-09-01,2023,9,Q3,Marketing,CC-3001,Salaries,733870.48
2023-10-01,2023,10,Q4,Marketing,CC-3001,Salaries,417214.28
2023-11-01,2023,11,Q4,Marketing,CC-3001,Salaries,515510.7
2023-12-01,2023,12,Q4,Marketing,CC-3001,Salaries,529276.87
2024-01-01,2024,1,Q1,Marketing,CC-3001,Salaries,771966.04
2024-02-01,2024,2,Q1,Marketing,CC-3001,Salaries,633498.52
2024-03-01,2024,3,Q1,Marketing,CC-3001,Salaries,1161136.53
2024-04-01,2024,4,Q2,Marketing,CC-3001,Salaries,735838.21
2024-05-01,2024,5,Q2,Marketing,CC-3001,Salaries,575710.13
2024-06-01,2024,6,Q2,Marketing,CC-3001,Salaries,549332.66
2024-07-01,2024,7,Q3,Marketing,CC-3001,Salaries,473217.33
2024-08-01,2024,8,Q3,Marketing,CC-3001,Salaries,325906.45
2024-09-01,2024,9,Q3,Marketing,CC-3001,Salaries,1132868.89
2024-10-01,2024,10,Q4,Marketing,CC-3001,Salaries,486197.44
2024-11-01,2024,11,Q4,Marketing,CC-3001,Salaries,799918.24
2024-12-01,2024,12,Q4,Marketing,CC-3001,Salaries,480657.15
2025-01-01,2025,1,Q1,Marketing,CC-3001,Salaries,630582.83
2025-02-01,2025,2,Q1,Marketing,CC-3001,Salaries,852047.5
2025-03-01,2025,3,Q1,Marketing,CC-3001,Salaries,566075.08
2023-01-01,2023,1,Q1,Marketing,CC-3001,OPEX,79242.52
2023-02-01,2023,2,Q1,Marketing,CC-3001,OPEX,140492.8
2023-03-01,2023,3,Q1,Marketing,CC-3001,OPEX,41660.55
2023-04-01,2023,4,Q2,Marketing,CC-3001,OPEX,206444.11
2023-05-01,2023,5,Q2,Marketing,CC-3001,OPEX,120310.01
2023-06-01,2023,6,Q2,Marketing,CC-3001,OPEX,50388.49
2023-07-01,2023,7,Q3,Marketing,CC-3001,OPEX,180158.02
2023-08-01,2023,8,Q3,Marketing,CC-3001,OPEX,127461.65
2023-09-01,2023,9,Q3,Marketing,CC-3001,OPEX,75323.2
2023-10-01,2023,10,Q4,Marketing,CC-3001,OPEX,126864.7
2023-11-01,2023,11,Q4,Marketing,CC-3001,OPEX,119358.9
2023-12-01,2023,12,Q4,Marketing,CC-3001,OPEX,47770.34
2024-01-01,2024,1,Q1,Marketing,CC-3001,OPEX,125025.82
2024-02-01,2024,2,Q1,Marketing,CC-3001,OPEX,208686.18
2024-03-01,2024,3,Q1,Marketing,CC-3001,OPEX,190695.31
2024-04-01,2024,4,Q2,Marketing,CC-3001,OPEX,119488.61
2024-05-01,2024,5,Q2,Marketing,CC-3001,OPEX,85922.83
2024-06-01,2024,6,Q2,Marketing,CC-3001,OPEX,88466.73
2024-07-01,2024,7,Q3,Marketing,CC-3001,OPEX,130360.73
2024-08-01,2024,8,Q3,Marketing,CC-3001,OPEX,79717.44
2024-09-01,2024,9,Q3,Marketing,CC-3001,OPEX,54245.61
2024-10-01,2024,10,Q4,Marketing,CC-3001,OPEX,168840.34
2024-11-01,2024,11,Q4,Marketing,CC-3001,OPEX,139858.03
2024-12-01,2024,12,Q4,Marketing,CC-3001,OPEX,150341.45
2025-01-01,2025,1,Q1,Marketing,CC-3001,OPEX,150415.07
2025-02-01,2025,2,Q1,Marketing,CC-3001,OPEX,75696.79
2025-03-01,2025,3,Q1,Marketing,CC-3001,OPEX,170343.41
2023-01-01,2023,1,Q1,Marketing,CC-3001,Capex,79215.64
2023-02-01,2023,2,Q1,Marketing,CC-3001,Capex,11244.51
2023-03-01,2023,3,Q1,Marketing,CC-3001,Capex,29962.22
2023-04-01,2023,4,Q2,Marketing,CC-3001,Capex,51119.39
2023-05-01,2023,5,Q2,Marketing,CC-3001,Capex,83231.17
2023-06-01,2023,6,Q2,Marketing,CC-3001,Capex,40224.31
2023-07-01,2023,7,Q3,Marketing,CC-3001,Capex,130394.26
2023-08-01,2023,8,Q3,Marketing,CC-3001,Capex,92255.5
2023-09-01,2023,9,Q3,Marketing,CC-3001,Capex,76729.28
2023-10-01,2023,10,Q4,Marketing,CC-3001,Capex,38813.69
2023-11-01,2023,11,Q4,Marketing,CC-3001,Capex,47395.5
2023-12-01,2023,12,Q4,Marketing,CC-3001,Capex,72802.74
2024-01-01,2024,1,Q1,Marketing,CC-3001,Capex,99970.35
2024-02-01,2024,2,Q1,Marketing,CC-3001,Capex,35125.15
2024-03-01,2024,3,Q1,Marketing,CC-3001,Capex,69515.11
2024-04-01,2024,4,Q2,Marketing,CC-3001,Capex,271220.21
2024-05-01,2024,5,Q2,Marketing,CC-3001,Capex,70091.5
2024-06-01,2024,6,Q2,Marketing,CC-3001,Capex,16313.33
2024-07-01,2024,7,Q3,Marketing,CC-3001,Capex,193871.26
2024-08-01,2024,8,Q3,Marketing,CC-3001,Capex,126908.11
2024-09-01,2024,9,Q3,Marketing,CC-3001,Capex,191226.43
2024-10-01,2024,10,Q4,Marketing,CC-3001,Capex,102138.91
2024-11-01,2024,11,Q4,Marketing,CC-3001,Capex,62264.88
2024-12-01,2024,12,Q4,Marketing,CC-3001,Capex,55753.36
2025-01-01,2025,1,Q1,Marketing,CC-3001,Capex,39832.06
2025-02-01,2025,2,Q1,Marketing,CC-3001,Capex,166815.0
2025-03-01,2025,3,Q1,Marketing,CC-3001,Capex,108849.89
2023-01-01,2023,1,Q1,Marketing,CC-3001,T&E,18897.52
2023-02-01,2023,2,Q1,Marketing,CC-3001,T&E,19654.33
2023-03-01,2023,3,Q1,Marketing,CC-3001,T&E,18995.27
2023-04-01,2023,4,Q2,Marketing,CC-3001,T&E,48493.28
2023-05-01,2023,5,Q2,Marketing,CC-3001,T&E,14022.17
2023-06-01,2023,6,Q2,Marketing,CC-3001,T&E,45205.46
2023-07-01,2023,7,Q3,Marketing,CC-3001,T&E,12380.99
2023-08-01,2023,8,Q3,Marketing,CC-3001,T&E,33660.76
2023-09-01,2023,9,Q3,Marketing,CC-3001,T&E,28157.84
2023-10-01,2023,10,Q4,Marketing,CC-3001,T&E,2744.92
2023-11-01,2023,11,Q4,Marketing,CC-3001,T&E,41218.17
2023-12-01,2023,12,Q4,Marketing,CC-3001,T&E,12493.47
2024-01-01,2024,1,Q1,Marketing,CC-3001,T&E,36870.54
2024-02-01,2024,2,Q1,Marketing,CC-3001,T&E,22558.6
2024-03-01,2024,3,Q1,Marketing,CC-3001,T&E,35868.47
2024-04-01,2024,4,Q2,Marketing,CC-3001,T&E,57997.98
2024-05-01,2024,5,Q2,Marketing,CC-3001,T&E,30087.16
2024-06-01,2024,6,Q2,Marketing,CC-3001,T&E,10955.44
2024-07-01,2024,7,Q3,Marketing,CC-3001,T&E,37983.32
2024-08-01,2024,8,Q3,Marketing,CC-3001,T&E,8234.46
2024-09-01,2024,9,Q3,Marketing,CC-3001,T&E,5966.52
2024-10-01,2024,10,Q4,Marketing,CC-3001,T&E,18019.11
2024-11-01,2024,11,Q4,Marketing,CC-3001,T&E,34606.9
2024-12-01,2024,12,Q4,Marketing,CC-3001,T&E,16752.29
2025-01-01,2025,1,Q1,Marketing,CC-3001,T&E,39994.17
2025-02-01,2025,2,Q1,Marketing,CC-3001,T&E,8664.08
2025-03-01,2025,3,Q1,Marketing,CC-3001,T&E,4891.94
2023-01-01,2023,1,Q1,Marketing,CC-3001,Marketing Spend,331448.03
2023-02-01,2023,2,Q1,Marketing,CC-3001,Marketing Spend,235170.91
2023-03-01,2023,3,Q1,Marketing,CC-3001,Marketing Spend,260261.92
2023-04-01,2023,4,Q2,Marketing,CC-3001,Marketing Spend,191491.19
2023-05-01,2023,5,Q2,Marketing,CC-3001,Marketing Spend,267408.75
2023-06-01,2023,6,Q2,Marketing,CC-3001,Marketing Spend,94652.84
2023-07-01,2023,7,Q3,Marketing,CC-3001,Marketing Spend,139387.17
2023-08-01,2023,8,Q3,Marketing,CC-3001,Marketing Spend,183846.85
2023-09-01,2023,9,Q3,Marketing,CC-3001,Marketing Spend,149523.34
2023-10-01,2023,10,Q4,Marketing,CC-3001,Marketing Spend,81703.9
2023-11-01,2023,11,Q4,Marketing,CC-3001,Marketing Spend,165202.65
2023-12-01,2023,12,Q4,Marketing,CC-3001,Marketing Spend,67573.91
2024-01-01,2024,1,Q1,Marketing,CC-3001,Marketing Spend,144995.37
2024-02-01,2024,2,Q1,Marketing,CC-3001,Marketing Spend,14948.87
2024-03-01,2024,3,Q1,Marketing,CC-3001,Marketing Spend,49252.06
2024-04-01,2024,4,Q2,Marketing,CC-3001,Marketing Spend,287632.68
2024-05-01,2024,5,Q2,Marketing,CC-3001,Marketing Spend,250452.82
2024-06-01,2024,6,Q2,Marketing,CC-3001,Marketing Spend,187150.79
2024-07-01,2024,7,Q3,Marketing,CC-3001,Marketing Spend,108581.06
2024-08-01,2024,8,Q3,Marketing,CC-3001,Marketing Spend,42451.53
2024-09-01,2024,9,Q3,Marketing,CC-3001,Marketing Spend,153688.55
2024-10-01,2024,10,Q4,Marketing,CC-3001,Marketing Spend,76398.11
2024-11-01,2024,11,Q4,Marketing,CC-3001,Marketing Spend,188607.31
2024-12-01,2024,12,Q4,Marketing,CC-3001,Marketing Spend,117739.92
2025-01-01,2025,1,Q1,Marketing,CC-3001,Marketing Spend,336968.54
2025-02-01,2025,2,Q1,Marketing,CC-3001,Marketing Spend,48765.78
2025-03-01,2025,3,Q1,Marketing,CC-3001,Marketing Spend,84064.68
2023-01-01,2023,1,Q1,Marketing,CC-3001,Software,43348.18
2023-02-01,2023,2,Q1,Marketing,CC-3001,Software,55384.4
2023-03-01,2023,3,Q1,Marketing,CC-3001,Software,28265.65
2023-04-01,2023,4,Q2,Marketing,CC-3001,Software,53878.56
2023-05-01,2023,5,Q2,Marketing,CC-3001,Software,33436.84
2023-06-01,2023,6,Q2,Marketing,CC-3001,Software,60457.18
2023-07-01,2023,7,Q3,Marketing,CC-3001,Software,52616.05
2023-08-01,2023,8,Q3,Marketing,CC-3001,Software,41113.68
2023-09-01,2023,9,Q3,Marketing,CC-3001,Software,26758.77
2023-10-01,2023,10,Q4,Marketing,CC-3001,Software,51473.15
2023-11-01,2023,11,Q4,Marketing,CC-3001,Software,69882.31
2023-12-01,2023,12,Q4,Marketing,CC-3001,Software,56570.19
2024-01-01,2024,1,Q1,Marketing,CC-3001,Software,77095.62
2024-02-01,2024,2,Q1,Marketing,CC-3001,Software,8728.15
2024-03-01,2024,3,Q1,Marketing,CC-3001,Software,40627.77
2024-04-01,2024,4,Q2,Marketing,CC-3001,Software,73013.54
2024-05-01,2024,5,Q2,Marketing,CC-3001,Software,16397.26
2024-06-01,2024,6,Q2,Marketing,CC-3001,Software,32331.1
2024-07-01,2024,7,Q3,Marketing,CC-3001,Software,66981.01
2024-08-01,2024,8,Q3,Marketing,CC-3001,Software,77001.87
2024-09-01,2024,9,Q3,Marketing,CC-3001,Software,60477.67
2024-10-01,2024,10,Q4,Marketing,CC-3001,Software,8395.69
2024-11-01,2024,11,Q4,Marketing,CC-3001,Software,21486.0
2024-12-01,2024,12,Q4,Marketing,CC-3001,Software,20578.3
2025-01-01,2025,1,Q1,Marketing,CC-3001,Software,67382.36
2025-02-01,2025,2,Q1,Marketing,CC-3001,Software,44867.73
2025-03-01,2025,3,Q1,Marketing,CC-3001,Software,12704.11
2023-01-01,2023,1,Q1,Marketing,CC-3001,Utilities,21195.23
2023-02-01,2023,2,Q1,Marketing,CC-3001,Utilities,23183.34
2023-03-01,2023,3,Q1,Marketing,CC-3001,Utilities,23913.2
2023-04-01,2023,4,Q2,Marketing,CC-3001,Utilities,4888.12
2023-05-01,2023,5,Q2,Marketing,CC-3001,Utilities,20241.04
2023-06-01,2023,6,Q2,Marketing,CC-3001,Utilities,18662.24
2023-07-01,2023,7,Q3,Marketing,CC-3001,Utilities,23361.87
2023-08-01,2023,8,Q3,Marketing,CC-3001,Utilities,3771.94
2023-09-01,2023,9,Q3,Marketing,CC-3001,Utilities,3224.01
2023-10-01,2023,10,Q4,Marketing,CC-3001,Utilities,20989.39
2023-11-01,2023,11,Q4,Marketing,CC-3001,Utilities,15572.31
2023-12-01,2023,12,Q4,Marketing,CC-3001,Utilities,26155.14
2024-01-01,2024,1,Q1,Marketing,CC-3001,Utilities,24976.24
2024-02-01,2024,2,Q1,Marketing,CC-3001,Utilities,14954.81
2024-03-01,2024,3,Q1,Marketing,CC-3001,Utilities,10573.54
2024-04-01,2024,4,Q2,Marketing,CC-3001,Utilities,54417.98
2024-05-01,2024,5,Q2,Marketing,CC-3001,Utilities,6211.08
2024-06-01,2024,6,Q2,Marketing,CC-3001,Utilities,5831.97
2024-07-01,2024,7,Q3,Marketing,CC-3001,Utilities,23438.86
2024-08-01,2024,8,Q3,Marketing,CC-3001,Utilities,24795.77
2024-09-01,2024,9,Q3,Marketing,CC-3001,Utilities,31548.73
2024-10-01,2024,10,Q4,Marketing,CC-3001,Utilities,31095.73
2024-11-01,2024,11,Q4,Marketing,CC-3001,Utilities,23460.53
2024-12-01,2024,12,Q4,Marketing,CC-3001,Utilities,27142.83
2025-01-01,2025,1,Q1,Marketing,CC-3001,Utilities,21961.33
2025-02-01,2025,2,Q1,Marketing,CC-3001,Utilities,12718.86
2025-03-01,2025,3,Q1,Marketing,CC-3001,Utilities,18951.15
2023-01-01,2023,1,Q1,Marketing,CC-3001,Headcount,72.11
2023-02-01,2023,2,Q1,Marketing,CC-3001,Headcount,32.39
2023-03-01,2023,3,Q1,Marketing,CC-3001,Headcount,109.12
2023-04-01,2023,4,Q2,Marketing,CC-3001,Headcount,116.68
2023-05-01,2023,5,Q2,Marketing,CC-3001,Headcount,99.71
2023-06-01,2023,6,Q2,Marketing,CC-3001,Headcount,88.05
2023-07-01,2023,7,Q3,Marketing,CC-3001,Headcount,63.0
2023-08-01,2023,8,Q3,Marketing,CC-3001,Headcount,83.75
2023-09-01,2023,9,Q3,Marketing,CC-3001,Headcount,40.55
2023-10-01,2023,10,Q4,Marketing,CC-3001,Headcount,19.13
2023-11-01,2023,11,Q4,Marketing,CC-3001,Headcount,32.24
2023-12-01,2023,12,Q4,Marketing,CC-3001,Headcount,50.59
2024-01-01,2024,1,Q1,Marketing,CC-3001,Headcount,57.16
2024-02-01,2024,2,Q1,Marketing,CC-3001,Headcount,29.83
2024-03-01,2024,3,Q1,Marketing,CC-3001,Headcount,61.31
2024-04-01,2024,4,Q2,Marketing,CC-3001,Headcount,56.58
2024-05-01,2024,5,Q2,Marketing,CC-3001,Headcount,73.78
2024-06-01,2024,6,Q2,Marketing,CC-3001,Headcount,76.57
2024-07-01,2024,7,Q3,Marketing,CC-3001,Headcount,52.25
2024-08-01,2024,8,Q3,Marketing,CC-3001,Headcount,6.97
2024-09-01,2024,9,Q3,Marketing,CC-3001,Headcount,49.59
2024-10-01,2024,10,Q4,Marketing,CC-3001,Headcount,35.14
2024-11-01,2024,11,Q4,Marketing,CC-3001,Headcount,43.11
2024-12-01,2024,12,Q4,Marketing,CC-3001,Headcount,14.16
2025-01-01,2025,1,Q1,Marketing,CC-3001,Headcount,103.03
2025-02-01,2025,2,Q1,Marketing,CC-3001,Headcount,135.96
2025-03-01,2025,3,Q1,Marketing,CC-3001,Headcount,62.12
2023-01-01,2023,1,Q1,HR,CC-4001,Salaries,187502.97
2023-02-01,2023,2,Q1,HR,CC-4001,Salaries,676783.16
2023-03-01,2023,3,Q1,HR,CC-4001,Salaries,370188.46
2023-04-01,2023,4,Q2,HR,CC-4001,Salaries,867205.14
2023-05-01,2023,5,Q2,HR,CC-4001,Salaries,516987.55
2023-06-01,2023,6,Q2,HR,CC-4001,Salaries,660555.31
2023-07-01,2023,7,Q3,HR,CC-4001,Salaries,426754.59
2023-08-01,2023,8,Q3,HR,CC-4001,Salaries,509434.01
2023-09-01,2023,9,Q3,HR,CC-4001,Salaries,769356.63
2023-10-01,2023,10,Q4,HR,CC-4001,Salaries,575906.62
2023-11-01,2023,11,Q4,HR,CC-4001,Salaries,844695.92
2023-12-01,2023,12,Q4,HR,CC-4001,Salaries,573019.47
2024-01-01,2024,1,Q1,HR,CC-4001,Salaries,598237.38
2024-02-01,2024,2,Q1,HR,CC-4001,Salaries,590920.53
2024-03-01,2024,3,Q1,HR,CC-4001,Salaries,495611.64
2024-04-01,2024,4,Q2,HR,CC-4001,Salaries,829240.38
2024-05-01,2024,5,Q2,HR,CC-4001,Salaries,506206.33
2024-06-01,2024,6,Q2,HR,CC-4001,Salaries,557479.36
2024-07-01,2024,7,Q3,HR,CC-4001,Salaries,818712.29
2024-08-01,2024,8,Q3,HR,CC-4001,Salaries,439619.86
2024-09-01,2024,9,Q3,HR,CC-4001,Salaries,509168.8
2024-10-01,2024,10,Q4,HR,CC-4001,Salaries,674447.35
2024-11-01,2024,11,Q4,HR,CC-4001,Salaries,745923.5
2024-12-01,2024,12,Q4,HR,CC-4001,Salaries,812143.98
2025-01-01,2025,1,Q1,HR,CC-4001,Salaries,645083.59
2025-02-01,2025,2,Q1,HR,CC-4001,Salaries,802460.16
2025-03-01,2025,3,Q1,HR,CC-4001,Salaries,648778.63
2023-01-01,2023,1,Q1,HR,CC-4001,OPEX,167807.97
2023-02-01,2023,2,Q1,HR,CC-4001,OPEX,67774.68
2023-03-01,2023,3,Q1,HR,CC-4001,OPEX,83307.51
2023-04-01,2023,4,Q2,HR,CC-4001,OPEX,139673.45
2023-05-01,2023,5,Q2,HR,CC-4001,OPEX,120927.51
2023-06-01,2023,6,Q2,HR,CC-4001,OPEX,49232.65
2023-07-01,2023,7,Q3,HR,CC-4001,OPEX,83086.54
2023-08-01,2023,8,Q3,HR,CC-4001,OPEX,119808.09
2023-09-01,2023,9,Q3,HR,CC-4001,OPEX,43831.5
2023-10-01,2023,10,Q4,HR,CC-4001,OPEX,135781.84
2023-11-01,2023,11,Q4,HR,CC-4001,OPEX,53000.04
2023-12-01,2023,12,Q4,HR,CC-4001,OPEX,60143.66
2024-01-01,2024,1,Q1,HR,CC-4001,OPEX,110965.84
2024-02-01,2024,2,Q1,HR,CC-4001,OPEX,40051.04
2024-03-01,2024,3,Q1,HR,CC-4001,OPEX,83473.67
2024-04-01,2024,4,Q2,HR,CC-4001,OPEX,92331.9
2024-05-01,2024,5,Q2,HR,CC-4001,OPEX,89873.2
2024-06-01,2024,6,Q2,HR,CC-4001,OPEX,128212.47
2024-07-01,2024,7,Q3,HR,CC-4001,OPEX,70152.68
2024-08-01,2024,8,Q3,HR,CC-4001,OPEX,114178.07
2024-09-01,2024,9,Q3,HR,CC-4001,OPEX,50907.86
2024-10-01,2024,10,Q4,HR,CC-4001,OPEX,58834.78
2024-11-01,2024,11,Q4,HR,CC-4001,OPEX,155293.8
2024-12-01,2024,12,Q4,HR,CC-4001,OPEX,141105.9
2025-01-01,2025,1,Q1,HR,CC-4001,OPEX,126569.26
2025-02-01,2025,2,Q1,HR,CC-4001,OPEX,168758.15
2025-03-01,2025,3,Q1,HR,CC-4001,OPEX,152480.49
2023-01-01,2023,1,Q1,HR,CC-4001,Capex,122621.12
2023-02-01,2023,2,Q1,HR,CC-4001,Capex,99651.66
2023-03-01,2023,3,Q1,HR,CC-4001,Capex,177859.43
2023-04-01,2023,4,Q2,HR,CC-4001,Capex,139351.95
2023-05-01,2023,5,Q2,HR,CC-4001,Capex,103867.21
2023-06-01,2023,6,Q2,HR,CC-4001,Capex,91928.38
2023-07-01,2023,7,Q3,HR,CC-4001,Capex,242696.87
2023-08-01,2023,8,Q3,HR,CC-4001,Capex,26849.16
2023-09-01,2023,9,Q3,HR,CC-4001,Capex,105031.53
2023-10-01,2023,10,Q4,HR,CC-4001,Capex,31032.81
2023-11-01,2023,11,Q4,HR,CC-4001,Capex,24534.84
2023-12-01,2023,12,Q4,HR,CC-4001,Capex,67095.02
2024-01-01,2024,1,Q1,HR,CC-4001,Capex,105973.17
2024-02-01,2024,2,Q1,HR,CC-4001,Capex,73328.8
2024-03-01,2024,3,Q1,HR,CC-4001,Capex,148306.04
2024-04-01,2024,4,Q2,HR,CC-4001,Capex,138746.34
2024-05-01,2024,5,Q2,HR,CC-4001,Capex,151488.49
2024-06-01,2024,6,Q2,HR,CC-4001,Capex,160366.39
2024-07-01,2024,7,Q3,HR,CC-4001,Capex,94203.4
2024-08-01,2024,8,Q3,HR,CC-4001,Capex,121879.0
2024-09-01,2024,9,Q3,HR,CC-4001,Capex,22003.47
2024-10-01,2024,10,Q4,HR,CC-4001,Capex,73930.3
2024-11-01,2024,11,Q4,HR,CC-4001,Capex,40277.31
2024-12-01,2024,12,Q4,HR,CC-4001,Capex,101152.05
2025-01-01,2025,1,Q1,HR,CC-4001,Capex,118229.88
2025-02-01,2025,2,Q1,HR,CC-4001,Capex,182710.38
2025-03-01,2025,3,Q1,HR,CC-4001,Capex,49885.18
2023-01-01,2023,1,Q1,HR,CC-4001,T&E,23128.01
2023-02-01,2023,2,Q1,HR,CC-4001,T&E,18891.92
2023-03-01,2023,3,Q1,HR,CC-4001,T&E,20526.03
2023-04-01,2023,4,Q2,HR,CC-4001,T&E,47404.98
2023-05-01,2023,5,Q2,HR,CC-4001,T&E,38151.08
2023-06-01,2023,6,Q2,HR,CC-4001,T&E,29458.29
2023-07-01,2023,7,Q3,HR,CC-4001,T&E,28440.57
2023-08-01,2023,8,Q3,HR,CC-4001,T&E,4699.43
2023-09-01,2023,9,Q3,HR,CC-4001,T&E,4222.17
2023-10-01,2023,10,Q4,HR,CC-4001,T&E,6581.79
2023-11-01,2023,11,Q4,HR,CC-4001,T&E,10402.75
2023-12-01,2023,12,Q4,HR,CC-4001,T&E,15266.01
2024-01-01,2024,1,Q1,HR,CC-4001,T&E,10197.53
2024-02-01,2024,2,Q1,HR,CC-4001,T&E,28622.65
2024-03-01,2024,3,Q1,HR,CC-4001,T&E,42640.14
2024-04-01,2024,4,Q2,HR,CC-4001,T&E,18607.76
2024-05-01,2024,5,Q2,HR,CC-4001,T&E,40667.53
2024-06-01,2024,6,Q2,HR,CC-4001,T&E,11690.93
2024-07-01,2024,7,Q3,HR,CC-4001,T&E,16172.36
2024-08-01,2024,8,Q3,HR,CC-4001,T&E,4134.69
2024-09-01,2024,9,Q3,HR,CC-4001,T&E,10775.36
2024-10-01,2024,10,Q4,HR,CC-4001,T&E,16801.94
2024-11-01,2024,11,Q4,HR,CC-4001,T&E,6616.5
2024-12-01,2024,12,Q4,HR,CC-4001,T&E,12181.73
2025-01-01,2025,1,Q1,HR,CC-4001,T&E,11397.27
2025-02-01,2025,2,Q1,HR,CC-4001,T&E,12472.16
2025-03-01,2025,3,Q1,HR,CC-4001,T&E,13333.44
2023-01-01,2023,1,Q1,HR,CC-4001,Marketing Spend,70766.66
2023-02-01,2023,2,Q1,HR,CC-4001,Marketing Spend,298894.01
2023-03-01,2023,3,Q1,HR,CC-4001,Marketing Spend,55344.3
2023-04-01,2023,4,Q2,HR,CC-4001,Marketing Spend,32851.7
2023-05-01,2023,5,Q2,HR,CC-4001,Marketing Spend,169653.63
2023-06-01,2023,6,Q2,HR,CC-4001,Marketing Spend,29187.02
2023-07-01,2023,7,Q3,HR,CC-4001,Marketing Spend,45906.55
2023-08-01,2023,8,Q3,HR,CC-4001,Marketing Spend,201562.46
2023-09-01,2023,9,Q3,HR,CC-4001,Marketing Spend,192424.28
2023-10-01,2023,10,Q4,HR,CC-4001,Marketing Spend,144327.63
2023-11-01,2023,11,Q4,HR,CC-4001,Marketing Spend,271248.06
2023-12-01,2023,12,Q4,HR,CC-4001,Marketing Spend,188177.38
2024-01-01,2024,1,Q1,HR,CC-4001,Marketing Spend,227449.95
2024-02-01,2024,2,Q1,HR,CC-4001,Marketing Spend,15929.86
2024-03-01,2024,3,Q1,HR,CC-4001,Marketing Spend,397459.78
