date,year,month,quarter,department,cost_center,category,actual
2023-07-01,2023,7,Q3,IT,CC-7001,Utilities,11804.81
2023-07-01,2023,7,Q3,IT,CC-7001,Headcount,57.97
2023-08-01,2023,8,Q3,Engineering,CC-1001,Salaries,528449.39
2023-08-01,2023,8,Q3,Engineering,CC-1001,OPEX,157144.1
2023-08-01,2023,8,Q3,Engineering,CC-1001,Capex,126837.3
2023-08-01,2023,8,Q3,Engineering,CC-1001,T&E,7284.4
2023-08-01,2023,8,Q3,Engineering,CC-1001,Marketing Spend,60052.66
2023-08-01,2023,8,Q3,Engineering,CC-1001,Software,37210.8
2023-08-01,2023,8,Q3,Engineering,CC-1001,Utilities,16539.27
2023-08-01,2023,8,Q3,Engineering,CC-1001,Headcount,101.95
2023-08-01,2023,8,Q3,Sales,CC-2001,Salaries,749297.03
2023-08-01,2023,8,Q3,Sales,CC-2001,OPEX,63704.8
2023-08-01,2023,8,Q3,Sales,CC-2001,Capex,31835.84
2023-08-01,2023,8,Q3,Sales,CC-2001,T&E,21304.68
2023-08-01,2023,8,Q3,Sales,CC-2001,Marketing Spend,53125.45
2023-08-01,2023,8,Q3,Sales,CC-2001,Software,23936.0
2023-08-01,2023,8,Q3,Sales,CC-2001,Utilities,29241.37
2023-08-01,2023,8,Q3,Sales,CC-2001,Headcount,117.1
2023-08-01,2023,8,Q3,Marketing,CC-3001,Salaries,281339.86
2023-08-01,2023,8,Q3,Marketing,CC-3001,OPEX,112774.79
2023-08-01,2023,8,Q3,Marketing,CC-3001,Capex,91407.35
2023-08-01,2023,8,Q3,Marketing,CC-3001,T&E,35332.14
2023-08-01,2023,8,Q3,Marketing,CC-3001,Marketing Spend,199238.07
2023-08-01,2023,8,Q3,Marketing,CC-3001,Software,43353.27
2023-08-01,2023,8,Q3,Marketing,CC-3001,Utilities,3838.82
2023-08-01,2023,8,Q3,Marketing,CC-3001,Headcount,90.43
2023-08-01,2023,8,Q3,HR,CC-4001,Salaries,473400.91
2023-08-01,2023,8,Q3,HR,CC-4001,OPEX,135894.31
2023-08-01,2023,8,Q3,HR,CC-4001,Capex,27388.31
2023-08-01,2023,8,Q3,HR,CC-4001,T&E,5137.29
2023-08-01,2023,8,Q3,HR,CC-4001,Marketing Spend,177892.61
2023-08-01,2023,8,Q3,HR,CC-4001,Software,17154.13
2023-08-01,2023,8,Q3,HR,CC-4001,Utilities,9367.99
2023-08-01,2023,8,Q3,HR,CC-4001,Headcount,105.33
2023-08-01,2023,8,Q3,Operations,CC-5001,Salaries,512337.73
2023-08-01,2023,8,Q3,Operations,CC-5001,OPEX,147439.27
2023-08-01,2023,8,Q3,Operations,CC-5001,Capex,46352.31
2023-08-01,2023,8,Q3,Operations,CC-5001,T&E,32745.31
2023-08-01,2023,8,Q3,Operations,CC-5001,Marketing Spend,102695.02
2023-08-01,2023,8,Q3,Operations,CC-5001,Software,53563.89
2023-08-01,2023,8,Q3,Operations,CC-5001,Utilities,15302.98
2023-08-01,2023,8,Q3,Operations,CC-5001,Headcount,66.37
2023-08-01,2023,8,Q3,Finance,CC-6001,Salaries,497345.78
2023-08-01,2023,8,Q3,Finance,CC-6001,OPEX,35759.12
2023-08-01,2023,8,Q3,Finance,CC-6001,Capex,38065.5
2023-08-01,2023,8,Q3,Finance,CC-6001,T&E,9088.8
2023-08-01,2023,8,Q3,Finance,CC-6001,Marketing Spend,185460.98
2023-08-01,2023,8,Q3,Finance,CC-6001,Software,22738.42
2023-08-01,2023,8,Q3,Finance,CC-6001,Utilities,15746.67
2023-08-01,2023,8,Q3,Finance,CC-6001,Headcount,20.22
2023-08-01,2023,8,Q3,IT,CC-7001,Salaries,1000363.56
2023-08-01,2023,8,Q3,IT,CC-7001,OPEX,199869.73
2023-08-01,2023,8,Q3,IT,CC-7001,Capex,66799.65
2023-08-01,2023,8,Q3,IT,CC-7001,T&E,20009.4
2023-08-01,2023,8,Q3,IT,CC-7001,Marketing Spend,200549.76
2023-08-01,2023,8,Q3,IT,CC-7001,Software,25629.86
2023-08-01,2023,8,Q3,IT,CC-7001,Utilities,14378.37
2023-08-01,2023,8,Q3,IT,CC-7001,Headcount,22.9
2023-09-01,2023,9,Q3,Engineering,CC-1001,Salaries,500352.66
2023-09-01,2023,9,Q3,Engineering,CC-1001,OPEX,53378.08
2023-09-01,2023,9,Q3,Engineering,CC-1001,Capex,139236.38
2023-09-01,2023,9,Q3,Engineering,CC-1001,T&E,5666.15
2023-09-01,2023,9,Q3,Engineering,CC-1001,Marketing Spend,140163.67
2023-09-01,2023,9,Q3,Engineering,CC-1001,Software,33602.97
2023-09-01,2023,9,Q3,Engineering,CC-1001,Utilities,15682.14
2023-09-01,2023,9,Q3,Engineering,CC-1001,Headcount,42.24
2023-09-01,2023,9,Q3,Sales,CC-2001,Salaries,360794.72
2023-09-01,2023,9,Q3,Sales,CC-2001,OPEX,177749.88
2023-09-01,2023,9,Q3,Sales,CC-2001,Capex,206469.49
2023-09-01,2023,9,Q3,Sales,CC-2001,T&E,8501.54
2023-09-01,2023,9,Q3,Sales,CC-2001,Marketing Spend,73942.74
2023-09-01,2023,9,Q3,Sales,CC-2001,Software,67171.43
2023-09-01,2023,9,Q3,Sales,CC-2001,Utilities,8444.53
2023-09-01,2023,9,Q3,Sales,CC-2001,Headcount,45.8
2023-09-01,2023,9,Q3,Marketing,CC-3001,Salaries,663715.61
2023-09-01,2023,9,Q3,Marketing,CC-3001,OPEX,70048.2
2023-09-01,2023,9,Q3,Marketing,CC-3001,Capex,69764.49
2023-09-01,2023,9,Q3,Marketing,CC-3001,T&E,27582.46
2023-09-01,2023,9,Q3,Marketing,CC-3001,Marketing Spend,166008.33
2023-09-01,2023,9,Q3,Marketing,CC-3001,Software,27292.82
2023-09-01,2023,9,Q3,Marketing,CC-3001,Utilities,3570.59
2023-09-01,2023,9,Q3,Marketing,CC-3001,Headcount,41.4
2023-09-01,2023,9,Q3,HR,CC-4001,Salaries,754184.05
2023-09-01,2023,9,Q3,HR,CC-4001,OPEX,49235.35
2023-09-01,2023,9,Q3,HR,CC-4001,Capex,100876.41
2023-09-01,2023,9,Q3,HR,CC-4001,T&E,3847.26
2023-09-01,2023,9,Q3,HR,CC-4001,Marketing Spend,187524.14
2023-09-01,2023,9,Q3,HR,CC-4001,Software,47252.49
2023-09-01,2023,9,Q3,HR,CC-4001,Utilities,9177.94
2023-09-01,2023,9,Q3,HR,CC-4001,Headcount,44.77
2023-09-01,2023,9,Q3,Operations,CC-5001,Salaries,880913.4
2023-09-01,2023,9,Q3,Operations,CC-5001,OPEX,86058.47
2023-09-01,2023,9,Q3,Operations,CC-5001,Capex,33096.88
2023-09-01,2023,9,Q3,Operations,CC-5001,T&E,16551.35
2023-09-01,2023,9,Q3,Operations,CC-5001,Marketing Spend,120427.93
2023-09-01,2023,9,Q3,Operations,CC-5001,Software,45340.96
2023-09-01,2023,9,Q3,Operations,CC-5001,Utilities,10720.06
2023-09-01,2023,9,Q3,Operations,CC-5001,Headcount,68.53
2023-09-01,2023,9,Q3,Finance,CC-6001,Salaries,518560.87
2023-09-01,2023,9,Q3,Finance,CC-6001,OPEX,60145.69
2023-09-01,2023,9,Q3,Finance,CC-6001,Capex,21854.62
2023-09-01,2023,9,Q3,Finance,CC-6001,T&E,20216.92
2023-09-01,2023,9,Q3,Finance,CC-6001,Marketing Spend,264866.52
2023-09-01,2023,9,Q3,Finance,CC-6001,Software,31096.35
2023-09-01,2023,9,Q3,Finance,CC-6001,Utilities,16631.99
2023-09-01,2023,9,Q3,Finance,CC-6001,Headcount,108.19
2023-09-01,2023,9,Q3,IT,CC-7001,Salaries,823299.41
2023-09-01,2023,9,Q3,IT,CC-7001,OPEX,159577.9
2023-09-01,2023,9,Q3,IT,CC-7001,Capex,40629.01
2023-09-01,2023,9,Q3,IT,CC-7001,T&E,15546.12
2023-09-01,2023,9,Q3,IT,CC-7001,Marketing Spend,184253.95
2023-09-01,2023,9,Q3,IT,CC-7001,Software,15602.29
2023-09-01,2023,9,Q3,IT,CC-7001,Utilities,17711.39
2023-09-01,2023,9,Q3,IT,CC-7001,Headcount,21.48
2023-10-01,2023,10,Q4,Engineering,CC-1001,Salaries,772082.99
2023-10-01,2023,10,Q4,Engineering,CC-1001,OPEX,122679.42
2023-10-01,2023,10,Q4,Engineering,CC-1001,Capex,108912.72
2023-10-01,2023,10,Q4,Engineering,CC-1001,T&E,3504.32
2023-10-01,2023,10,Q4,Engineering,CC-1001,Marketing Spend,62743.75
2023-10-01,2023,10,Q4,Engineering,CC-1001,Software,28402.38
2023-10-01,2023,10,Q4,Engineering,CC-1001,Utilities,17852.38
2023-10-01,2023,10,Q4,Engineering,CC-1001,Headcount,44.53
2023-10-01,2023,10,Q4,Sales,CC-2001,Salaries,644289.06
2023-10-01,2023,10,Q4,Sales,CC-2001,OPEX,170071.09
2023-10-01,2023,10,Q4,Sales,CC-2001,Capex,19590.91
2023-10-01,2023,10,Q4,Sales,CC-2001,T&E,32790.87
2023-10-01,2023,10,Q4,Sales,CC-2001,Marketing Spend,80418.28
2023-10-01,2023,10,Q4,Sales,CC-2001,Software,65324.35
2023-10-01,2023,10,Q4,Sales,CC-2001,Utilities,24454.46
2023-10-01,2023,10,Q4,Sales,CC-2001,Headcount,96.09
2023-10-01,2023,10,Q4,Marketing,CC-3001,Salaries,369935.56
2023-10-01,2023,10,Q4,Marketing,CC-3001,OPEX,142655.55
2023-10-01,2023,10,Q4,Marketing,CC-3001,Capex,35361.31
2023-10-01,2023,10,Q4,Marketing,CC-3001,T&E,2536.01
2023-10-01,2023,10,Q4,Marketing,CC-3001,Marketing Spend,77302.48
2023-10-01,2023,10,Q4,Marketing,CC-3001,Software,46749.92
2023-10-01,2023,10,Q4,Marketing,CC-3001,Utilities,21947.42
2023-10-01,2023,10,Q4,Marketing,CC-3001,Headcount,18.8
2023-10-01,2023,10,Q4,HR,CC-4001,Salaries,604512.2
2023-10-01,2023,10,Q4,HR,CC-4001,OPEX,147501.54
2023-10-01,2023,10,Q4,HR,CC-4001,Capex,29101.85
2023-10-01,2023,10,Q4,HR,CC-4001,T&E,7210.26
2023-10-01,2023,10,Q4,HR,CC-4001,Marketing Spend,152073.67
2023-10-01,2023,10,Q4,HR,CC-4001,Software,29690.15
2023-10-01,2023,10,Q4,HR,CC-4001,Utilities,19017.8
2023-10-01,2023,10,Q4,HR,CC-4001,Headcount,54.58
2023-10-01,2023,10,Q4,Operations,CC-5001,Salaries,525360.04
2023-10-01,2023,10,Q4,Operations,CC-5001,OPEX,70546.65
2023-10-01,2023,10,Q4,Operations,CC-5001,Capex,94203.38
2023-10-01,2023,10,Q4,Operations,CC-5001,T&E,8215.1
2023-10-01,2023,10,Q4,Operations,CC-5001,Marketing Spend,206023.31
2023-10-01,2023,10,Q4,Operations,CC-5001,Software,27158.12
2023-10-01,2023,10,Q4,Operations,CC-5001,Utilities,20424.63
2023-10-01,2023,10,Q4,Operations,CC-5001,Headcount,26.94
2023-10-01,2023,10,Q4,Finance,CC-6001,Salaries,190704.29
2023-10-01,2023,10,Q4,Finance,CC-6001,OPEX,50306.38
2023-10-01,2023,10,Q4,Finance,CC-6001,Capex,84980.2
2023-10-01,2023,10,Q4,Finance,CC-6001,T&E,29195.67
2023-10-01,2023,10,Q4,Finance,CC-6001,Marketing Spend,210341.14
2023-10-01,2023,10,Q4,Finance,CC-6001,Software,48286.45
2023-10-01,2023,10,Q4,Finance,CC-6001,Utilities,11071.39
2023-10-01,2023,10,Q4,Finance,CC-6001,Headcount,75.56
2023-10-01,2023,10,Q4,IT,CC-7001,Salaries,347466.16
2023-10-01,2023,10,Q4,IT,CC-7001,OPEX,53446.73
2023-10-01,2023,10,Q4,IT,CC-7001,Capex,108249.53
2023-10-01,2023,10,Q4,IT,CC-7001,T&E,14155.18
2023-10-01,2023,10,Q4,IT,CC-7001,Marketing Spend,93097.47
2023-10-01,2023,10,Q4,IT,CC-7001,Software,45591.33
2023-10-01,2023,10,Q4,IT,CC-7001,Utilities,4372.54
2023-10-01,2023,10,Q4,IT,CC-7001,Headcount,94.69
2023-11-01,2023,11,Q4,Engineering,CC-1001,Salaries,347626.03
2023-11-01,2023,11,Q4,Engineering,CC-1001,OPEX,130672.29
2023-11-01,2023,11,Q4,Engineering,CC-1001,Capex,44593.33
2023-11-01,2023,11,Q4,Engineering,CC-1001,T&E,42784.79
2023-11-01,2023,11,Q4,Engineering,CC-1001,Marketing Spend,182666.08
2023-11-01,2023,11,Q4,Engineering,CC-1001,Software,12925.71
2023-11-01,2023,11,Q4,Engineering,CC-1001,Utilities,9058.36
2023-11-01,2023,11,Q4,Engineering,CC-1001,Headcount,52.14
2023-11-01,2023,11,Q4,Sales,CC-2001,Salaries,805384.74
2023-11-01,2023,11,Q4,Sales,CC-2001,OPEX,27870.89
2023-11-01,2023,11,Q4,Sales,CC-2001,Capex,30083.74
2023-11-01,2023,11,Q4,Sales,CC-2001,T&E,18863.51
2023-11-01,2023,11,Q4,Sales,CC-2001,Marketing Spend,66725.79
2023-11-01,2023,11,Q4,Sales,CC-2001,Software,27868.51
2023-11-01,2023,11,Q4,Sales,CC-2001,Utilities,17627.58
2023-11-01,2023,11,Q4,Sales,CC-2001,Headcount,34.5
2023-11-01,2023,11,Q4,Marketing,CC-3001,Salaries,564641.72
2023-11-01,2023,11,Q4,Marketing,CC-3001,OPEX,113647.38
2023-11-01,2023,11,Q4,Marketing,CC-3001,Capex,51873.95
2023-11-01,2023,11,Q4,Marketing,CC-3001,T&E,42533.12
2023-11-01,2023,11,Q4,Marketing,CC-3001,Marketing Spend,171150.3
2023-11-01,2023,11,Q4,Marketing,CC-3001,Software,72466.63
2023-11-01,2023,11,Q4,Marketing,CC-3001,Utilities,17150.95
2023-11-01,2023,11,Q4,Marketing,CC-3001,Headcount,28.3
2023-11-01,2023,11,Q4,HR,CC-4001,Salaries,764933.2
2023-11-01,2023,11,Q4,HR,CC-4001,OPEX,55221.1
2023-11-01,2023,11,Q4,HR,CC-4001,Capex,26742.17
2023-11-01,2023,11,Q4,HR,CC-4001,T&E,10024.71
2023-11-01,2023,11,Q4,HR,CC-4001,Marketing Spend,296357.44
2023-11-01,2023,11,Q4,HR,CC-4001,Software,70999.05
2023-11-01,2023,11,Q4,HR,CC-4001,Utilities,24859.36
2023-11-01,2023,11,Q4,HR,CC-4001,Headcount,25.33
2023-11-01,2023,11,Q4,Operations,CC-5001,Salaries,635795.54
2023-11-01,2023,11,Q4,Operations,CC-5001,OPEX,164804.18
2023-11-01,2023,11,Q4,Operations,CC-5001,Capex,72093.59
2023-11-01,2023,11,Q4,Operations,CC-5001,T&E,15550.15
2023-11-01,2023,11,Q4,Operations,CC-5001,Marketing Spend,87189.25
2023-11-01,2023,11,Q4,Operations,CC-5001,Software,42626.87
2023-11-01,2023,11,Q4,Operations,CC-5001,Utilities,22945.65
2023-11-01,2023,11,Q4,Operations,CC-5001,Headcount,82.87
2023-11-01,2023,11,Q4,Finance,CC-6001,Salaries,398030.27
2023-11-01,2023,11,Q4,Finance,CC-6001,OPEX,143805.42
2023-11-01,2023,11,Q4,Finance,CC-6001,Capex,62943.71
2023-11-01,2023,11,Q4,Finance,CC-6001,T&E,14901.27
2023-11-01,2023,11,Q4,Finance,CC-6001,Marketing Spend,94937.72
2023-11-01,2023,11,Q4,Finance,CC-6001,Software,75382.52
2023-11-01,2023,11,Q4,Finance,CC-6001,Utilities,22272.15
2023-11-01,2023,11,Q4,Finance,CC-6001,Headcount,34.17
2023-11-01,2023,11,Q4,IT,CC-7001,Salaries,710080.68
2023-11-01,2023,11,Q4,IT,CC-7001,OPEX,41911.7
2023-11-01,2023,11,Q4,IT,CC-7001,Capex,33704.1
2023-11-01,2023,11,Q4,IT,CC-7001,T&E,12028.19
2023-11-01,2023,11,Q4,IT,CC-7001,Marketing Spend,190171.42
2023-11-01,2023,11,Q4,IT,CC-7001,Software,39252.75
2023-11-01,2023,11,Q4,IT,CC-7001,Utilities,17015.05
2023-11-01,2023,11,Q4,IT,CC-7001,Headcount,40.98
2023-12-01,2023,12,Q4,Engineering,CC-1001,Salaries,739109.29
2023-12-01,2023,12,Q4,Engineering,CC-1001,OPEX,148656.27
2023-12-01,2023,12,Q4,Engineering,CC-1001,Capex,29881.81
2023-12-01,2023,12,Q4,Engineering,CC-1001,T&E,6276.63
2023-12-01,2023,12,Q4,Engineering,CC-1001,Marketing Spend,314986.49
2023-12-01,2023,12,Q4,Engineering,CC-1001,Software,56279.22
2023-12-01,2023,12,Q4,Engineering,CC-1001,Utilities,17594.17
2023-12-01,2023,12,Q4,Engineering,CC-1001,Headcount,92.39
2023-12-01,2023,12,Q4,Sales,CC-2001,Salaries,923199.56
2023-12-01,2023,12,Q4,Sales,CC-2001,OPEX,117221.18
2023-12-01,2023,12,Q4,Sales,CC-2001,Capex,39667.27
2023-12-01,2023,12,Q4,Sales,CC-2001,T&E,18399.44
2023-12-01,2023,12,Q4,Sales,CC-2001,Marketing Spend,72608.12
2023-12-01,2023,12,Q4,Sales,CC-2001,Software,14440.77
2023-12-01,2023,12,Q4,Sales,CC-2001,Utilities,31005.14
2023-12-01,2023,12,Q4,Sales,CC-2001,Headcount,95.57
2023-12-01,2023,12,Q4,Marketing,CC-3001,Salaries,473061.82
2023-12-01,2023,12,Q4,Marketing,CC-3001,OPEX,52853.05
2023-12-01,2023,12,Q4,Marketing,CC-3001,Capex,71784.1
2023-12-01,2023,12,Q4,Marketing,CC-3001,T&E,12782.64
2023-12-01,2023,12,Q4,Marketing,CC-3001,Marketing Spend,66340.61
2023-12-01,2023,12,Q4,Marketing,CC-3001,Software,54469.32
2023-12-01,2023,12,Q4,Marketing,CC-3001,Utilities,23882.14
2023-12-01,2023,12,Q4,Marketing,CC-3001,Headcount,47.68
2023-12-01,2023,12,Q4,HR,CC-4001,Salaries,625610.17
2023-12-01,2023,12,Q4,HR,CC-4001,OPEX,57488.67
2023-12-01,2023,12,Q4,HR,CC-4001,Capex,59354.86
2023-12-01,2023,12,Q4,HR,CC-4001,T&E,13772.36
2023-12-01,2023,12,Q4,HR,CC-4001,Marketing Spend,204488.11
2023-12-01,2023,12,Q4,HR,CC-4001,Software,13319.67
2023-12-01,2023,12,Q4,HR,CC-4001,Utilities,6512.89
2023-12-01,2023,12,Q4,HR,CC-4001,Headcount,84.93
2023-12-01,2023,12,Q4,Operations,CC-5001,Salaries,649577.72
2023-12-01,2023,12,Q4,Operations,CC-5001,OPEX,157555.88
2023-12-01,2023,12,Q4,Operations,CC-5001,Capex,115159.48
2023-12-01,2023,12,Q4,Operations,CC-5001,T&E,13711.1
2023-12-01,2023,12,Q4,Operations,CC-5001,Marketing Spend,228371.59
2023-12-01,2023,12,Q4,Operations,CC-5001,Software,70921.53
2023-12-01,2023,12,Q4,Operations,CC-5001,Utilities,28548.22
2023-12-01,2023,12,Q4,Operations,CC-5001,Headcount,60.12
2023-12-01,2023,12,Q4,Finance,CC-6001,Salaries,770425.56
2023-12-01,2023,12,Q4,Finance,CC-6001,OPEX,116892.11
2023-12-01,2023,12,Q4,Finance,CC-6001,Capex,113505.23
2023-12-01,2023,12,Q4,Finance,CC-6001,T&E,4517.83
2023-12-01,2023,12,Q4,Finance,CC-6001,Marketing Spend,250099.83
2023-12-01,2023,12,Q4,Finance,CC-6001,Software,52960.4
2023-12-01,2023,12,Q4,Finance,CC-6001,Utilities,25347.34
2023-12-01,2023,12,Q4,Finance,CC-6001,Headcount,39.7
2023-12-01,2023,12,Q4,IT,CC-7001,Salaries,648863.15
2023-12-01,2023,12,Q4,IT,CC-7001,OPEX,171792.87
2023-12-01,2023,12,Q4,IT,CC-7001,Capex,101119.03
2023-12-01,2023,12,Q4,IT,CC-7001,T&E,10865.97
2023-12-01,2023,12,Q4,IT,CC-7001,Marketing Spend,61723.94
2023-12-01,2023,12,Q4,IT,CC-7001,Software,73294.17
2023-12-01,2023,12,Q4,IT,CC-7001,Utilities,16543.15
2023-12-01,2023,12,Q4,IT,CC-7001,Headcount,95.29
2024-01-01,2024,1,Q1,Engineering,CC-1001,Salaries,206341.6
2024-01-01,2024,1,Q1,Engineering,CC-1001,OPEX,179562.01
2024-01-01,2024,1,Q1,Engineering,CC-1001,Capex,100647.79
2024-01-01,2024,1,Q1,Engineering,CC-1001,T&E,15143.09
2024-01-01,2024,1,Q1,Engineering,CC-1001,Marketing Spend,226759.37
2024-01-01,2024,1,Q1,Engineering,CC-1001,Software,62648.62
2024-01-01,2024,1,Q1,Engineering,CC-1001,Utilities,34169.81
2024-01-01,2024,1,Q1,Engineering,CC-1001,Headcount,29.42
2024-01-01,2024,1,Q1,Sales,CC-2001,Salaries,660642.03
2024-01-01,2024,1,Q1,Sales,CC-2001,OPEX,198063.39
2024-01-01,2024,1,Q1,Sales,CC-2001,Capex,86615.56
2024-01-01,2024,1,Q1,Sales,CC-2001,T&E,28462.94
2024-01-01,2024,1,Q1,Sales,CC-2001,Marketing Spend,134605.5
2024-01-01,2024,1,Q1,Sales,CC-2001,Software,20482.81
2024-01-01,2024,1,Q1,Sales,CC-2001,Utilities,24334.86
2024-01-01,2024,1,Q1,Sales,CC-2001,Headcount,68.05
2024-01-01,2024,1,Q1,Marketing,CC-3001,Salaries,701005.47
2024-01-01,2024,1,Q1,Marketing,CC-3001,OPEX,111615.36
2024-01-01,2024,1,Q1,Marketing,CC-3001,Capex,107379.55
2024-01-01,2024,1,Q1,Marketing,CC-3001,T&E,39003.51
2024-01-01,2024,1,Q1,Marketing,CC-3001,Marketing Spend,149811.69
2024-01-01,2024,1,Q1,Marketing,CC-3001,Software,71613.14
2024-01-01,2024,1,Q1,Marketing,CC-3001,Utilities,26781.38
2024-01-01,2024,1,Q1,Marketing,CC-3001,Headcount,56.25
2024-01-01,2024,1,Q1,HR,CC-4001,Salaries,562471.81
2024-01-01,2024,1,Q1,HR,CC-4001,OPEX,107478.57
2024-01-01,2024,1,Q1,HR,CC-4001,Capex,100022.46
2024-01-01,2024,1,Q1,HR,CC-4001,T&E,9732.9
2024-01-01,2024,1,Q1,HR,CC-4001,Marketing Spend,221143.62
2024-01-01,2024,1,Q1,HR,CC-4001,Software,44158.16
2024-01-01,2024,1,Q1,HR,CC-4001,Utilities,12179.47
2024-01-01,2024,1,Q1,HR,CC-4001,Headcount,162.67
2024-01-01,2024,1,Q1,Operations,CC-5001,Salaries,169371.34
2024-01-01,2024,1,Q1,Operations,CC-5001,OPEX,172160.49
2024-01-01,2024,1,Q1,Operations,CC-5001,Capex,219545.58
2024-01-01,2024,1,Q1,Operations,CC-5001,T&E,54277.5
2024-01-01,2024,1,Q1,Operations,CC-5001,Marketing Spend,101318.81
2024-01-01,2024,1,Q1,Operations,CC-5001,Software,39574.35
2024-01-01,2024,1,Q1,Operations,CC-5001,Utilities,5715.87
2024-01-01,2024,1,Q1,Operations,CC-5001,Headcount,17.94
2024-01-01,2024,1,Q1,Finance,CC-6001,Salaries,847258.1
2024-01-01,2024,1,Q1,Finance,CC-6001,OPEX,105231.05
2024-01-01,2024,1,Q1,Finance,CC-6001,Capex,100203.58
2024-01-01,2024,1,Q1,Finance,CC-6001,T&E,33907.06
2024-01-01,2024,1,Q1,Finance,CC-6001,Marketing Spend,63199.78
2024-01-01,2024,1,Q1,Finance,CC-6001,Software,39138.51
2024-01-01,2024,1,Q1,Finance,CC-6001,Utilities,21434.67
2024-01-01,2024,1,Q1,Finance,CC-6001,Headcount,57.25
2024-01-01,2024,1,Q1,IT,CC-7001,Salaries,769833.72
2024-01-01,2024,1,Q1,IT,CC-7001,OPEX,178804.44
2024-01-01,2024,1,Q1,IT,CC-7001,Capex,227129.24
2024-01-01,2024,1,Q1,IT,CC-7001,T&E,31735.81
2024-01-01,2024,1,Q1,IT,CC-7001,Marketing Spend,38640.34
2024-01-01,2024,1,Q1,IT,CC-7001,Software,54668.06
2024-01-01,2024,1,Q1,IT,CC-7001,Utilities,25573.31
2024-01-01,2024,1,Q1,IT,CC-7001,Headcount,74.15
2024-02-01,2024,2,Q1,Engineering,CC-1001,Salaries,630396.83
2024-02-01,2024,2,Q1,Engineering,CC-1001,OPEX,118659.99
2024-02-01,2024,2,Q1,Engineering,CC-1001,Capex,30031.57
2024-02-01,2024,2,Q1,Engineering,CC-1001,T&E,18543.73
2024-02-01,2024,2,Q1,Engineering,CC-1001,Marketing Spend,282353.99
2024-02-01,2024,2,Q1,Engineering,CC-1001,Software,65960.01
2024-02-01,2024,2,Q1,Engineering,CC-1001,Utilities,18058.77
2024-02-01,2024,2,Q1,Engineering,CC-1001,Headcount,15.07
2024-02-01,2024,2,Q1,Sales,CC-2001,Salaries,610196.71
2024-02-01,2024,2,Q1,Sales,CC-2001,OPEX,59301.63
2024-02-01,2024,2,Q1,Sales,CC-2001,Capex,146047.8
2024-02-01,2024,2,Q1,Sales,CC-2001,T&E,4740.18
2024-02-01,2024,2,Q1,Sales,CC-2001,Marketing Spend,304511.76
2024-02-01,2024,2,Q1,Sales,CC-2001,Software,57583.2
2024-02-01,2024,2,Q1,Sales,CC-2001,Utilities,12505.93
2024-02-01,2024,2,Q1,Sales,CC-2001,Headcount,117.75
2024-02-01,2024,2,Q1,Marketing,CC-3001,Salaries,582484.46
2024-02-01,2024,2,Q1,Marketing,CC-3001,OPEX,221729.87
2024-02-01,2024,2,Q1,Marketing,CC-3001,Capex,30852.4
2024-02-01,2024,2,Q1,Marketing,CC-3001,T&E,20089.59
2024-02-01,2024,2,Q1,Marketing,CC-3001,Marketing Spend,13144.88
2024-02-01,2024,2,Q1,Marketing,CC-3001,Software,8074.29
2024-02-01,2024,2,Q1,Marketing,CC-3001,Utilities,15971.99
2024-02-01,2024,2,Q1,Marketing,CC-3001,Headcount,29.07
2024-02-01,2024,2,Q1,HR,CC-4001,Salaries,583536.36
2024-02-01,2024,2,Q1,HR,CC-4001,OPEX,36134.56
2024-02-01,2024,2,Q1,HR,CC-4001,Capex,65266.45
2024-02-01,2024,2,Q1,HR,CC-4001,T&E,27442.69
2024-02-01,2024,2,Q1,HR,CC-4001,Marketing Spend,17928.93
2024-02-01,2024,2,Q1,HR,CC-4001,Software,28814.41
2024-02-01,2024,2,Q1,HR,CC-4001,Utilities,25777.45
2024-02-01,2024,2,Q1,HR,CC-4001,Headcount,107.02
2024-02-01,2024,2,Q1,Operations,CC-5001,Salaries,962328.94
2024-02-01,2024,2,Q1,Operations,CC-5001,OPEX,338768.39
2024-02-01,2024,2,Q1,Operations,CC-5001,Capex,51833.44
2024-02-01,2024,2,Q1,Operations,CC-5001,T&E,10471.44
2024-02-01,2024,2,Q1,Operations,CC-5001,Marketing Spend,91980.83
2024-02-01,2024,2,Q1,Operations,CC-5001,Software,13904.62
2024-02-01,2024,2,Q1,Operations,CC-5001,Utilities,22020.37
2024-02-01,2024,2,Q1,Operations,CC-5001,Headcount,71.51
2024-02-01,2024,2,Q1,Finance,CC-6001,Salaries,1062590.51
2024-02-01,2024,2,Q1,Finance,CC-6001,OPEX,106320.17
2024-02-01,2024,2,Q1,Finance,CC-6001,Capex,242248.22
2024-02-01,2024,2,Q1,Finance,CC-6001,T&E,18563.57
2024-02-01,2024,2,Q1,Finance,CC-6001,Marketing Spend,245029.92
2024-02-01,2024,2,Q1,Finance,CC-6001,Software,13839.57
2024-02-01,2024,2,Q1,Finance,CC-6001,Utilities,15900.49
2024-02-01,2024,2,Q1,Finance,CC-6001,Headcount,81.98
2024-02-01,2024,2,Q1,IT,CC-7001,Salaries,694965.49
2024-02-01,2024,2,Q1,IT,CC-7001,OPEX,80508.09
2024-02-01,2024,2,Q1,IT,CC-7001,Capex,147222.08
2024-02-01,2024,2,Q1,IT,CC-7001,T&E,8832.76
